Order_ID,TAKEAWAY/SEATING/PICKUP,DATE,DAY,TIME,SERVER,ITEM,QUANTITY,PRICE,TOTAL,ALLERGIES,FOOD TYPE,WEEK NUMBER
140861,TAKEAWAY,28/06/2020,SUNDAY,13,EMMA B.,STICKY TOFFEE PUDDING,2,7,14,NO,DESSERTS,WEEK 2
140861,TAKEAWAY,28/06/2020,SUNDAY,13,EMMA B.,JR. SPAGHETTI & MEAT BALLS,1,10,10,NO,JUNIOR MENU,WEEK 2
140861,TAKEAWAY,28/06/2020,SUNDAY,13,EMMA B.,GINGER BEEF,1,18,18,NO,RICE BOWLS AND PASTA,WEEK 2
140861,TAKEAWAY,28/06/2020,SUNDAY,13,EMMA B.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 2
140861,TAKEAWAY,28/06/2020,SUNDAY,13,EMMA B.,CAESAR SALAD SMALL,1,8,8,NO,SALAD,WEEK 2
140848,SEAT,28/06/2020,SUNDAY,8,JILLIAN N.,ITALIAN OMELETTE,1,12,12,NO,BREAKFAST,WEEK 2
140848,SEAT,28/06/2020,SUNDAY,8,JILLIAN N.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
140848,SEAT,28/06/2020,SUNDAY,8,JILLIAN N.,PANCAKES & EGGS,1,12,12,NO,BREAKFAST,WEEK 2
140852,SEAT,28/06/2020,SUNDAY,11,JILLIAN N.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
140860,TAKEAWAY,28/06/2020,SUNDAY,12,EMMA B.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 2
140860,TAKEAWAY,28/06/2020,SUNDAY,12,EMMA B.,PRIME RIB BURGER,2,17,34,NO,SANDWHICHES,WEEK 2
140855,SEAT,28/06/2020,SUNDAY,11,EMMA B.,BREAKFAST TACOS,1,12,12,NO,BREAKFAST,WEEK 2
140855,SEAT,28/06/2020,SUNDAY,11,EMMA B.,EGGS BENEDICT,1,12,12,NO,BREAKFAST,WEEK 2
140855,SEAT,28/06/2020,SUNDAY,11,EMMA B.,CINNAMON FRENCH TOAST,1,12,12,NO,BREAKFAST,WEEK 2
140899,SEAT,29/06/2020,MONDAY,12,DEB D.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 2
140899,SEAT,29/06/2020,MONDAY,12,DEB D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 2
140899,SEAT,29/06/2020,MONDAY,12,DEB D.,BLACKENED CHICKEN SALAD LARGE,1,18,18,NO,SALAD,WEEK 2
140900,SEAT,29/06/2020,MONDAY,12,JILLIAN N.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 2
140900,SEAT,29/06/2020,MONDAY,12,JILLIAN N.,CHICKEN WINGS,1,14,14,NO,STARTERS,WEEK 2
140897,SEAT,29/06/2020,MONDAY,11,DEB D.,BUTTER CHICKEN,2,20,40,NO,RICE BOWLS AND PASTA,WEEK 2
140891,SEAT,29/06/2020,MONDAY,20,KAITLIN E.,CHICKEN WINGS,1,14,14,NO,STARTERS,WEEK 2
140891,SEAT,29/06/2020,MONDAY,20,KAITLIN E.,BEEF SHEPHERDS PIE,2,18,36,NO,ENTRÉE,WEEK 2
140891,SEAT,29/06/2020,MONDAY,20,KAITLIN E.,BOWL SOUP OF THE DAY,1,7,7,NO,SOUP,WEEK 2
140891,SEAT,29/06/2020,MONDAY,20,KAITLIN E.,PRAWN & SCALLOP KORMA,1,23,23,NO,RICE BOWLS AND PASTA,WEEK 2
140895,SEAT,29/06/2020,MONDAY,10,DEB D.,CASHEW CHICKEN STIR FRY,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 2
140895,SEAT,29/06/2020,MONDAY,10,DEB D.,EGGS BENEDICT,1,12,12,NO,BREAKFAST,WEEK 2
140895,SEAT,29/06/2020,MONDAY,10,DEB D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 2
140898,TAKEWAY,29/06/2020,MONDAY,11,DEB D.,FISH TACOS,1,14,14,NO,STARTERS,WEEK 2
140898,TAKEWAY,29/06/2020,MONDAY,11,DEB D.,CHIC COBB SALAD SMALL,1,14,14,NO,SALAD,WEEK 2
140893,SEAT,29/06/2020,MONDAY,9,DEB D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
140894,SEAT,29/06/2020,MONDAY,10,DEB D.,EGGS BENEDICT,1,12,12,NO,BREAKFAST,WEEK 2
140894,SEAT,29/06/2020,MONDAY,10,DEB D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 2
140894,SEAT,29/06/2020,MONDAY,10,DEB D.,SUB FRUIT CUP,1,2,2,NO,BREAKFAST,WEEK 2
140894,SEAT,29/06/2020,MONDAY,10,DEB D.,PAN SCRAMBLE,1,12,12,NO,BREAKFAST,WEEK 2
141042,SEAT,01/07/2020,WEDNESDAY,13,DEB D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 2
140993,SEAT,01/07/2020,WEDNESDAY,10,JILLIAN N.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
140997,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,CUP SOUP OF THE DAY,1,4,4,NO,SOUP,WEEK 2
140997,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 2
140997,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
140993,SEAT,01/07/2020,WEDNESDAY,10,JILLIAN N.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
140993,SEAT,01/07/2020,WEDNESDAY,10,JILLIAN N.,BREAKFAST ON THE RUN,1,6,6,NO,BREAKFAST,WEEK 2
140963,TAKEAWAY,01/07/2020,WEDNESDAY,8,DEB D.,PAN SCRAMBLE,1,12,12,NO,BREAKFAST,WEEK 2
140963,TAKEAWAY,01/07/2020,WEDNESDAY,8,DEB D.,SIDE OF HASHBROWNS,1,2,2,NO,SIDE / ADD ON,WEEK 2
141010,SEAT,01/07/2020,WEDNESDAY,11,JILLIAN N.,PRIME RIB SLIDER,1,6,6,NO,STARTERS,WEEK 2
141037,SEAT,01/07/2020,WEDNESDAY,13,JILLIAN N.,WOR WONTON SOUP,2,8,16,NO,SOUP,WEEK 2
141037,SEAT,01/07/2020,WEDNESDAY,13,JILLIAN N.,CHICKEN WINGS,1,14,14,NO,STARTERS,WEEK 2
141037,SEAT,01/07/2020,WEDNESDAY,13,JILLIAN N.,AHI TUNA BURGER,1,18,18,NO,SANDWHICHES,WEEK 2
141011,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
141032,SEAT,01/07/2020,WEDNESDAY,0,JILLIAN N.,AHI TUNA BURGER,3,18,54,NO,SANDWHICHES,WEEK 2
141031,SEAT,01/07/2020,WEDNESDAY,12,DEE V.,VIETNAM SHRIMP ROLLS,1,14,14,NO,STARTERS,WEEK 2
141031,SEAT,01/07/2020,WEDNESDAY,12,DEE V.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 2
141005,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,BUFFALO CHIC WRAPS,2,15,30,NO,SANDWHICHES,WEEK 2
140981,SEAT,01/07/2020,WEDNESDAY,10,JILLIAN N.,BREAKFAST ON THE RUN,2,6,12,NO,BREAKFAST,WEEK 2
141039,SEAT,01/07/2020,WEDNESDAY,13,DEB D.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 2
141003,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,ASIAN CHIC LETTUCE WRAPS,1,14,14,NO,STARTERS,WEEK 2
141003,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
140987,SEAT,01/07/2020,WEDNESDAY,10,DEB D.,ITALIAN OMELETTE,1,12,12,NO,BREAKFAST,WEEK 2
140987,SEAT,01/07/2020,WEDNESDAY,10,DEB D.,SUB FRUIT CUP,1,2,2,NO,BREAKFAST,WEEK 2
140987,SEAT,01/07/2020,WEDNESDAY,10,DEB D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 2
141012,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,CINNAMON FRENCH TOAST,2,12,24,NO,BREAKFAST,WEEK 2
141001,SEAT,01/07/2020,WEDNESDAY,11,JILLIAN N.,PAN SCRAMBLE,1,12,12,NO,BREAKFAST,WEEK 2
141043,SEAT,01/07/2020,WEDNESDAY,13,DEE V.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
141040,TAKEAWAY,01/07/2020,WEDNESDAY,13,DEE V.,BUFFALO CHIC WRAPS,1,15,15,YES,SANDWHICHES,WEEK 2
141019,SEAT,01/07/2020,WEDNESDAY,12,DEB D.,EGGS BENEDICT,1,12,12,NO,BREAKFAST,WEEK 2
141019,SEAT,01/07/2020,WEDNESDAY,12,DEB D.,JR. COMBO,1,18,18,NO,JUNIOR MENU,WEEK 2
141005,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 2
141011,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
141030,SEAT,01/07/2020,WEDNESDAY,12,DEE V.,ASIAN CHIC LETTUCE WRAPS,1,14,14,NO,STARTERS,WEEK 2
141030,SEAT,01/07/2020,WEDNESDAY,12,DEE V.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 2
140997,SEAT,01/07/2020,WEDNESDAY,23,DEB D.,CUP SOUP OF THE DAY,1,4,4,NO,SOUP,WEEK 2
140997,SEAT,01/07/2020,WEDNESDAY,23,DEB D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 2
140997,SEAT,01/07/2020,WEDNESDAY,23,DEB D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141003,SEAT,01/07/2020,WEDNESDAY,23,DEB D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
141003,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,ASIAN CHIC LETTUCE WRAPS,1,14,14,NO,STARTERS,WEEK 2
141003,SEAT,01/07/2020,WEDNESDAY,11,DEB D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141026,SEAT,01/07/2020,WEDNESDAY,12,JILLIAN N.,BEEF DIP SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141238,SEAT,02/07/2020,THURSDAY,12,EMILY D.,AHI TUNA POKE BOWL,1,21,21,NO,RICE BOWLS AND PASTA,WEEK 2
141238,SEAT,02/07/2020,THURSDAY,12,EMILY D.,CHICKEN FINGER 5 PIECE,1,15,15,NO,STARTERS,WEEK 2
141255,SEAT,02/07/2020,THURSDAY,13,DEB D.,TERIYAKI SALMON SALAD,1,20,20,NO,SALAD,WEEK 2
141255,SEAT,02/07/2020,THURSDAY,13,DEB D.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 2
141255,SEAT,02/07/2020,THURSDAY,13,DEB D.,AHI TUNA POKE BOWL,1,21,21,NO,RICE BOWLS AND PASTA,WEEK 2
141266,SEAT,02/07/2020,THURSDAY,11,EMILY D.,BLACKENED CHICKEN SALAD SMALL,1,14,14,NO,SALAD,WEEK 2
141257,SEAT,02/07/2020,THURSDAY,13,DEB D.,CUP SOUP OF THE DAY,2,4,8,NO,SOUP,WEEK 2
141259,SEAT,02/07/2020,THURSDAY,13,EMILY D.,CUP SOUP OF THE DAY,2,4,8,NO,SOUP,WEEK 2
141238,SEAT,02/07/2020,THURSDAY,12,EMILY D.,BLACKOUT TORTE,1,7,7,NO,DESSERTS,WEEK 2
141242,SEAT,02/07/2020,THURSDAY,12,DEB D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141239,SEAT,02/07/2020,THURSDAY,12,DEB D.,FISH TACOS,2,14,28,NO,STARTERS,WEEK 2
141263,SEAT,02/07/2020,THURSDAY,13,EMILY D.,FISH TACOS,2,14,28,NO,STARTERS,WEEK 2
141263,SEAT,02/07/2020,THURSDAY,13,EMILY D.,SIDE OF FRIES,1,2,2,NO,SIDE / ADD ON,WEEK 2
141268,SEAT,02/07/2020,THURSDAY,13,DEB D.,THAI PRAWN SALAD SMALL,1,14,14,NO,SALAD,WEEK 2
141268,SEAT,02/07/2020,THURSDAY,13,DEB D.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 2
141268,SEAT,02/07/2020,THURSDAY,13,DEB D.,GARLIC TOAST,1,1,1,NO,SIDE / ADD ON,WEEK 2
141255,SEAT,02/07/2020,THURSDAY,11,DEB D.,TWO EGGS ANY STYLE,2,12,24,NO,BREAKFAST,WEEK 2
141255,SEAT,02/07/2020,THURSDAY,11,DEB D.,EGGS BENEDICT,1,12,12,NO,BREAKFAST,WEEK 2
141236,SEAT,02/07/2020,THURSDAY,12,EMILY D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
141236,SEAT,02/07/2020,THURSDAY,12,EMILY D.,OPEN FOOD ,1,15,15,NO,ENTRÉE,WEEK 2
141241,SEAT,02/07/2020,THURSDAY,12,DEB D.,BEEF DIP SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141241,SEAT,02/07/2020,THURSDAY,12,DEB D.,MTRL SMOKED MEAT SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141249,SEAT,02/07/2020,THURSDAY,12,EMILY D.,SPICY ITALIAN FLATBRD,1,15,15,NO,PIZZA,WEEK 2
141249,SEAT,02/07/2020,THURSDAY,12,EMILY D.,CHICKEN FINGER 5 PIECE,1,15,15,NO,STARTERS,WEEK 2
141249,SEAT,02/07/2020,THURSDAY,12,EMILY D.,BLACKENED CHICKEN SALAD LARGE,1,18,18,NO,SALAD,WEEK 2
141249,SEAT,02/07/2020,THURSDAY,12,EMILY D.,TERIYAKI SALMON SALAD,1,20,20,NO,SALAD,WEEK 2
141249,SEAT,02/07/2020,THURSDAY,12,EMILY D.,BOWL SOUP OF THE DAY,1,7,7,NO,SOUP,WEEK 2
141217,SEAT,02/07/2020,THURSDAY,11,DEB D.,JR. COMBO,2,18,36,YES,JUNIOR MENU,WEEK 2
141217,SEAT,02/07/2020,THURSDAY,11,DEB D.,EGGS BENEDICT,2,12,24,YES,BREAKFAST,WEEK 2
141217,SEAT,02/07/2020,THURSDAY,11,DEB D.,SIDE OF BACON,1,3,3,YES,SIDE / ADD ON,WEEK 2
141217,SEAT,02/07/2020,THURSDAY,11,DEB D.,SIDE GARDEN SALAD,1,1,1,YES,SIDE / ADD ON,WEEK 2
141217,SEAT,02/07/2020,THURSDAY,11,DEB D.,SIDE OF SAUSAGE,1,3,3,NO,SIDE / ADD ON,WEEK 2
141267,SEAT,02/07/2020,THURSDAY,13,DEB D.,MTRL SMOKED MEAT SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141267,SEAT,02/07/2020,THURSDAY,13,DEB D.,TERIYAKI SALMON SALAD,1,20,20,NO,SALAD,WEEK 2
141267,SEAT,02/07/2020,THURSDAY,13,DEB D.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 2
141261,SEAT,02/07/2020,THURSDAY,13,DEB D.,BLACKENED CHICKEN SALAD SMALL,1,14,14,NO,SALAD,WEEK 2
141261,SEAT,02/07/2020,THURSDAY,13,DEB D.,SPICY ITALIAN FLATBRD,1,15,15,NO,PIZZA,WEEK 2
141208,SEAT,02/07/2020,THURSDAY,10,DEB D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
141208,SEAT,02/07/2020,THURSDAY,10,DEB D.,PANCAKES & EGGS,2,12,24,NO,BREAKFAST,WEEK 2
141257,SEAT,02/07/2020,THURSDAY,13,DEB D.,CUP SOUP OF THE DAY,1,4,4,NO,SOUP,WEEK 2
141257,SEAT,02/07/2020,THURSDAY,13,DEB D.,CHICKEN GYOZA,2,14,28,NO,STARTERS,WEEK 2
141246,SEAT,02/07/2020,THURSDAY,12,EMILY D.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 2
141246,SEAT,02/07/2020,THURSDAY,12,EMILY D.,VIETNAM SHRIMP ROLLS,1,14,14,NO,STARTERS,WEEK 2
141221,SEAT,02/07/2020,THURSDAY,11,EMILY D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 2
141316,SEAT,02/07/2020,THURSDAY,16,EMILY D.,VIETNAM SHRIMP ROLLS,1,14,14,NO,STARTERS,WEEK 2
141315,SEAT,02/07/2020,THURSDAY,16,EMILY D.,GINGER BEEF,1,18,18,NO,RICE BOWLS AND PASTA,WEEK 2
141315,SEAT,02/07/2020,THURSDAY,16,EMILY D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141312,SEAT,02/07/2020,THURSDAY,16,EMILY D.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 2
141312,SEAT,02/07/2020,THURSDAY,16,EMILY D.,SALT & PEPPER PORK RIBS,1,14,14,NO,STARTERS,WEEK 2
141295,SEAT,02/07/2020,THURSDAY,15,EMILY D.,CHICKEN WINGS,2,14,28,NO,STARTERS,WEEK 2
141295,SEAT,02/07/2020,THURSDAY,15,EMILY D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141274,SEAT,02/07/2020,THURSDAY,14,EMILY D.,PRIME RIB SLIDER,2,6,12,NO,STARTERS,WEEK 2
141274,SEAT,02/07/2020,THURSDAY,14,EMILY D.,CAESAR SALAD SMALL,1,8,8,NO,SALAD,WEEK 2
141274,SEAT,02/07/2020,THURSDAY,14,EMILY D.,THAI PRAWN SALAD SMALL,1,14,14,NO,SALAD,WEEK 2
141274,SEAT,02/07/2020,THURSDAY,14,EMILY D.,BLACKENED CHICKEN SALAD SMALL,1,14,14,NO,SALAD,WEEK 2
141274,SEAT,02/07/2020,THURSDAY,14,EMILY D.,SIDE LATTICE FRIES,1,2,2,NO,SIDE / ADD ON,WEEK 2
141281,SEAT,02/07/2020,THURSDAY,14,EMILY D.,JR. COMBO,1,18,18,NO,JUNIOR MENU,WEEK 2
141268,SEAT,02/07/2020,THURSDAY,13,DEB D.,THAI PRAWN SALAD SMALL,1,14,14,NO,SALAD,WEEK 2
141268,SEAT,02/07/2020,THURSDAY,13,DEB D.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 2
141268,SEAT,02/07/2020,THURSDAY,13,DEB D.,GARLIC TOAST,1,1,1,NO,SIDE / ADD ON,WEEK 2
141280,TAKEAWAY,02/07/2020,THURSDAY,14,EMILY D.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 2
141281,SEAT,02/07/2020,THURSDAY,14,EMILY D.,PRIME RIB BURGER,2,17,34,NO,SANDWHICHES,WEEK 2
141281,SEAT,02/07/2020,THURSDAY,14,EMILY D.,OPEN FOOD ,1,15,15,NO,ENTRÉE,WEEK 2
141281,SEAT,02/07/2020,THURSDAY,14,EMILY D.,JR. COMBO,1,18,18,NO,JUNIOR MENU,WEEK 2
141281,SEAT,02/07/2020,THURSDAY,14,EMILY D.,FISH & CHIPS 1 PIECE,1,14,14,NO,ENTRÉE,WEEK 2
141281,SEAT,02/07/2020,THURSDAY,14,EMILY D.,SALT & PEPPER CALAMARI,1,14,14,NO,STARTERS,WEEK 2
141281,SEAT,02/07/2020,THURSDAY,14,EMILY D.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 2
141281,SEAT,02/07/2020,THURSDAY,14,EMILY D.,AHI TUNA POKE BOWL,1,21,21,NO,RICE BOWLS AND PASTA,WEEK 2
141286,SEAT,02/07/2020,THURSDAY,14,EMILY D.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 2
141301,TAKEAWAY,02/07/2020,THURSDAY,15,DEB D.,CHICKEN WINGS,1,14,14,NO,STARTERS,WEEK 2
141311,PICKUP,02/07/2020,THURSDAY,16,ASHLEY C.,TERIYAKI SALMON SALAD,1,20,20,NO,SALAD,WEEK 2
141247,SEAT,02/07/2020,THURSDAY,12,EMILY D.,BUFFALO CHIC WRAPS,2,15,30,NO,SANDWHICHES,WEEK 2
141247,SEAT,02/07/2020,THURSDAY,12,EMILY D.,BEEF DIP SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141247,SEAT,02/07/2020,THURSDAY,12,EMILY D.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 2
141224,TAKEAWAY,02/07/2020,THURSDAY,11,EMILY D.,PANCAKES & EGGS,1,12,12,NO,BREAKFAST,WEEK 2
141224,TAKEAWAY,02/07/2020,THURSDAY,11,EMILY D.,BEEF DIP SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 2
141479,TAKEAWAY,03/07/2020,FRIDAY,12,ASHLEY C.,BREAKFAST ON THE RUN,1,6,6,NO,BREAKFAST,WEEK 3
141479,TAKEAWAY,03/07/2020,FRIDAY,12,ASHLEY C.,SIDE OF HASHBROWNS,1,2,2,NO,SIDE / ADD ON,WEEK 3
141543,TAKEAWAY,03/07/2020,FRIDAY,14,ALLY K.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 3
141469,TAKEAWAY,03/07/2020,FRIDAY,11,ASHLEY C.,BREAKFAST ON THE RUN,1,6,6,NO,BREAKFAST,WEEK 3
141469,TAKEAWAY,03/07/2020,FRIDAY,11,ASHLEY C.,SIDE OF HASHBROWNS,1,2,2,NO,SIDE / ADD ON,WEEK 3
141469,TAKEAWAY,03/07/2020,FRIDAY,11,ASHLEY C.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 3
141511,SEAT,03/07/2020,FRIDAY,13,ASHLEY C.,CHIC COBB SALAD SMALL,1,14,14,NO,SALAD,WEEK 3
141541,SEAT,03/07/2020,FRIDAY,14,JILLIAN N.,VIETNAM SHRIMP ROLLS,1,14,14,NO,STARTERS,WEEK 3
141566,TAKEAWAY,03/07/2020,FRIDAY,15,ASHLEY C.,PRIME RIB BURGER,2,17,34,NO,SANDWHICHES,WEEK 3
141504,SEAT,03/07/2020,FRIDAY,13,ASHLEY C.,THAI PRAWN SALAD LARGE,1,18,18,NO,SALAD,WEEK 3
141509,SEAT,03/07/2020,FRIDAY,13,JILLIAN N.,ASIAN CHIC LETTUCE WRAPS,1,14,14,NO,STARTERS,WEEK 3
141509,SEAT,03/07/2020,FRIDAY,13,JILLIAN N.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 3
141487,SEAT,03/07/2020,FRIDAY,12,JILLIAN N.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 3
141487,SEAT,03/07/2020,FRIDAY,12,JILLIAN N.,ASIAN CHIC LETTUCE WRAPS,1,14,14,NO,STARTERS,WEEK 3
141590,SEAT,03/07/2020,FRIDAY,16,EMMA B.,BLACKOUT TORTE,1,7,7,NO,DESSERTS,WEEK 3
141502,SEAT,03/07/2020,FRIDAY,13,ASHLEY C.,THAI PRAWN SALAD SMALL,1,14,14,NO,SALAD,WEEK 3
141502,SEAT,03/07/2020,FRIDAY,13,ASHLEY C.,BLACKENED CHICKEN SALAD SMALL,1,14,14,NO,SALAD,WEEK 3
141502,SEAT,03/07/2020,FRIDAY,13,ASHLEY C.,VIETNAM SHRIMP ROLLS,1,14,14,NO,STARTERS,WEEK 3
141502,SEAT,03/07/2020,FRIDAY,13,ASHLEY C.,PRIME RIB SLIDER,1,6,6,NO,STARTERS,WEEK 3
141575,SEAT,03/07/2020,FRIDAY,15,JILLIAN N.,FISH TACOS,1,14,14,NO,STARTERS,WEEK 3
141541,SEAT,03/07/2020,FRIDAY,14,JILLIAN N.,AHI TUNA POKE BOWL,2,21,42,NO,RICE BOWLS AND PASTA,WEEK 3
141490,SEAT,03/07/2020,FRIDAY,12,ASHLEY C.,OPEN FOOD ,1,15,15,NO,ENTRÉE,WEEK 3
141532,SEAT,03/07/2020,FRIDAY,14,ASHLEY C.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 3
141549,SEAT,03/07/2020,FRIDAY,14,ASHLEY C.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 3
141549,SEAT,03/07/2020,FRIDAY,14,ASHLEY C.,FISH TACOS,1,14,14,NO,STARTERS,WEEK 3
141573,SEAT,03/07/2020,FRIDAY,16,JILLIAN N.,FISH TACOS,1,14,14,NO,STARTERS,WEEK 3
141573,SEAT,03/07/2020,FRIDAY,16,JILLIAN N.,AHI TUNA POKE BOWL,2,21,42,NO,RICE BOWLS AND PASTA,WEEK 3
141573,SEAT,03/07/2020,FRIDAY,16,JILLIAN N.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 3
141535,SEAT,03/07/2020,FRIDAY,14,ASHLEY C.,SPICY ITALIAN FLATBRD,1,15,15,NO,PIZZA,WEEK 3
141547,SEAT,03/07/2020,FRIDAY,14,DEE V.,STEAK SANDWHICH,1,25,25,NO,SANDWHICHES,WEEK 3
141467,SEAT,03/07/2020,FRIDAY,11,ASHLEY C.,FISH TACOS,2,14,28,NO,STARTERS,WEEK 3
141470,SEAT,03/07/2020,FRIDAY,11,JILLIAN N.,BOWL SOUP OF THE DAY,1,7,7,NO,SOUP,WEEK 3
141470,SEAT,03/07/2020,FRIDAY,11,JILLIAN N.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 3
141571,SEAT,03/07/2020,FRIDAY,15,JILLIAN N.,SALT & PEPPER PORK RIBS,1,14,14,NO,STARTERS,WEEK 3
141466,SEAT,03/07/2020,FRIDAY,11,DEE V.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 3
141466,SEAT,03/07/2020,FRIDAY,11,DEE V.,OPEN FOOD ,1,15,15,NO,ENTRÉE,WEEK 3
141493,SEAT,03/07/2020,FRIDAY,12,JILLIAN N.,GINGER BEEF,2,18,36,NO,RICE BOWLS AND PASTA,WEEK 3
141556,SEAT,03/07/2020,FRIDAY,15,ASHLEY C.,NACHOS SMALL,1,15,15,NO,STARTERS,WEEK 3
141556,SEAT,03/07/2020,FRIDAY,15,ASHLEY C.,CHICKEN WINGS,1,14,14,NO,STARTERS,WEEK 3
141556,SEAT,03/07/2020,FRIDAY,15,ASHLEY C.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 3
141576,TAKEAWAY,03/07/2020,FRIDAY,16,DEE V.,CHIC COBB SALAD LARGE,3,18,54,NO,SALAD,WEEK 3
141433,SEAT,03/07/2020,FRIDAY,21,TAYLOR P,CHICKEN WINGS,1,14,14,NO,STARTERS,WEEK 3
141433,SEAT,03/07/2020,FRIDAY,21,TAYLOR P,CHICKEN FINGER 5 PIECE,1,15,15,NO,STARTERS,WEEK 3
141478,SEAT,03/07/2020,FRIDAY,12,DEE V.,MTRL SMOKED MEAT SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 3
141478,SEAT,03/07/2020,FRIDAY,12,DEE V.,THAI PRAWN SALAD SMALL,1,14,14,NO,SALAD,WEEK 3
141452,SEAT,03/07/2020,FRIDAY,10,JILLIAN N.,BREAKFAST ON THE RUN,3,6,18,NO,BREAKFAST,WEEK 3
